repo_key,repo_url,true_label,true_label_normalized,method,top1_hit,top3_hit,top5_hit,pred_top1_category,pred_categories_top5,similarities_top5,effective_scores_top5,positions_top5,detected_domains,domain_boost,ai_pred_label,ai_top_probs,ai_alpha
Kuneosu/bracket_helper,https://github.com/Kuneosu/bracket_helper,모바일 앱,모바일 앱,domain_rerank,1,1,1,크로스플랫폼 앱,크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱,0.7895 | 0.7786 | 0.7713 | 0.7680 | 0.7582,0.8395 | 0.8286 | 0.8213 | 0.8180 | 0.8082,Flutter 앱 개발 | 앱(Flutter) 개발 | 플러터 클라이언트 개발자 (2년 이상) | [메가스터디교육 자회사] 앱 개발자 (Flutter) | Flutter 프론트엔드 개발자 채용,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | 모바일 앱,0.05,,,
Kuneosu/bracket_helper,https://github.com/Kuneosu/bracket_helper,모바일 앱,모바일 앱,ai_classifier_rerank,1,1,1,크로스플랫폼 앱,크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱,0.7895 | 0.7786 | 0.7713 | 0.7680 | 0.7582,0.7915 | 0.7806 | 0.7733 | 0.7700 | 0.7602,Flutter 앱 개발 | 앱(Flutter) 개발 | 플러터 클라이언트 개발자 (2년 이상) | [메가스터디교육 자회사] 앱 개발자 (Flutter) | Flutter 프론트엔드 개발자 채용,,,QA 엔지니어,QA 엔지니어:0.1967 | 게임 클라이언트:0.1433 | iOS:0.1400 | 웹 풀스택:0.1189 | 안드로이드:0.1131,0.1
JUGGUM/mealfit,https://github.com/JUGGUM/mealfit,모바일 앱,모바일 앱,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | 서버/백엔드 | 서버/백엔드 | devops/시스템 엔지니어 | SW/솔루션,0.8266 | 0.8250 | 0.8042 | 0.8042 | 0.8032,0.8266 | 0.8250 | 0.8042 | 0.8042 | 0.8032,L4-L7 스위치 가상화 솔루션 개발 경력 | 경력 개발자(백엔드) 채용 | 서버/백엔드 개발자 채용 (경력1년~4년) | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | WEBFRONT-K GUI 개발,,,,,
JUGGUM/mealfit,https://github.com/JUGGUM/mealfit,모바일 앱,모바일 앱,domain_rerank,0,0,0,서버/백엔드,서버/백엔드 | 서버/백엔드 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션,0.8250 | 0.8042 | 0.8042 | 0.8266 | 0.8032,0.8750 | 0.8542 | 0.8542 | 0.8266 | 0.8032,경력 개발자(백엔드) 채용 | 서버/백엔드 개발자 채용 (경력1년~4년) | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | L4-L7 스위치 가상화 솔루션 개발 경력 | WEBFRONT-K GUI 개발,게임 개발 | 서버/백엔드 | DevOps/인프라,0.05,,,
JUGGUM/mealfit,https://github.com/JUGGUM/mealfit,모바일 앱,모바일 앱,ai_classifier_rerank,0,0,0,서버/백엔드,서버/백엔드 | SW/솔루션 | 서버/백엔드 | devops/시스템 엔지니어 | SW/솔루션,0.8250 | 0.8266 | 0.8042 | 0.8042 | 0.8032,0.8293 | 0.8266 | 0.8086 | 0.8058 | 0.8032,경력 개발자(백엔드) 채용 | L4-L7 스위치 가상화 솔루션 개발 경력 | 서버/백엔드 개발자 채용 (경력1년~4년) | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | WEBFRONT-K GUI 개발,,,게임 서버,게임 서버:0.1667 | 게임 클라이언트:0.1667 | 안드로이드:0.1433 | iOS:0.1300 | 웹 풀스택:0.1000,0.1
jaeyeong2659/Unity_Portfolio,https://github.com/jaeyeong2659/Unity_Portfolio,게임 개발,게임 개발,faiss_only,1,1,1,게임 서버,게임 서버 | SW/솔루션 | 프론트엔드 | SW/솔루션 | 웹 풀스택,0.6369 | 0.6288 | 0.6273 | 0.6250 | 0.6223,0.6369 | 0.6288 | 0.6273 | 0.6250 | 0.6223,"게임 백엔드 개발자(5년 이상) | WEBFRONT-K GUI 개발 | 프론트 개발 3-5년차 | c#, db 관련 개발자 | Full-stack Engineer",,,,,
jaeyeong2659/Unity_Portfolio,https://github.com/jaeyeong2659/Unity_Portfolio,게임 개발,게임 개발,domain_rerank,1,1,1,게임 서버,게임 서버 | SW/솔루션 | 프론트엔드 | SW/솔루션 | 웹 풀스택,0.6369 | 0.6288 | 0.6273 | 0.6250 | 0.6223,0.6369 | 0.6288 | 0.6273 | 0.6250 | 0.6223,"게임 백엔드 개발자(5년 이상) | WEBFRONT-K GUI 개발 | 프론트 개발 3-5년차 | c#, db 관련 개발자 | Full-stack Engineer",,0.05,,,
jaeyeong2659/Unity_Portfolio,https://github.com/jaeyeong2659/Unity_Portfolio,게임 개발,게임 개발,ai_classifier_rerank,1,1,1,게임 서버,게임 서버 | 웹 풀스택 | 프론트엔드 | SW/솔루션 | SW/솔루션,0.6369 | 0.6223 | 0.6273 | 0.6288 | 0.6250,0.6560 | 0.6312 | 0.6289 | 0.6288 | 0.6250,"게임 백엔드 개발자(5년 이상) | Full-stack Engineer | 프론트 개발 3-5년차 | WEBFRONT-K GUI 개발 | c#, db 관련 개발자",,,QA 엔지니어,QA 엔지니어:0.3194 | 게임 서버:0.1908 | 안드로이드:0.1074 | 게임 클라이언트:0.0933 | 웹 풀스택:0.0891,0.1
fan950/Match-3-Game,https://github.com/fan950/Match-3-Game,게임 개발,게임 개발,faiss_only,1,1,1,게임 클라이언트,게임 클라이언트 | 프론트엔드 | 게임 서버 | 프론트엔드 | SW/솔루션,0.6224 | 0.6163 | 0.6031 | 0.5950 | 0.5904,0.6224 | 0.6163 | 0.6031 | 0.5950 | 0.5904,"게임 개발자(1~3년) | 프론트 개발 3-5년차 | 게임 백엔드 개발자(5년 이상) | 프론트엔드 개발자_1~4년 | c#, db 관련 개발자",,,,,
fan950/Match-3-Game,https://github.com/fan950/Match-3-Game,게임 개발,게임 개발,domain_rerank,1,1,1,게임 클라이언트,게임 클라이언트 | 게임 서버 | 프론트엔드 | 프론트엔드 | SW/솔루션,0.6224 | 0.6031 | 0.6163 | 0.5950 | 0.5904,0.6724 | 0.6531 | 0.6163 | 0.5950 | 0.5904,"게임 개발자(1~3년) | 게임 백엔드 개발자(5년 이상) | 프론트 개발 3-5년차 | 프론트엔드 개발자_1~4년 | c#, db 관련 개발자",게임 개발,0.05,,,
fan950/Match-3-Game,https://github.com/fan950/Match-3-Game,게임 개발,게임 개발,ai_classifier_rerank,1,1,1,게임 클라이언트,게임 클라이언트 | 게임 서버 | 프론트엔드 | 프론트엔드 | SW/솔루션,0.6224 | 0.6031 | 0.6163 | 0.5950 | 0.5904,0.6394 | 0.6224 | 0.6169 | 0.5956 | 0.5904,"게임 개발자(1~3년) | 게임 백엔드 개발자(5년 이상) | 프론트 개발 3-5년차 | 프론트엔드 개발자_1~4년 | c#, db 관련 개발자",,,QA 엔지니어,QA 엔지니어:0.2402 | 게임 서버:0.1933 | 게임 클라이언트:0.1700 | 안드로이드:0.1070 | iOS:0.1000,0.1
LHuHyeon/Security_Escape_Game,https://github.com/LHuHyeon/Security_Escape_Game,게임 개발,게임 개발,faiss_only,1,1,1,게임 서버,게임 서버 | 프론트엔드 | SW/솔루션 | 게임 클라이언트 | 서버/백엔드,0.6158 | 0.6118 | 0.6086 | 0.6061 | 0.6029,0.6158 | 0.6118 | 0.6086 | 0.6061 | 0.6029,게임 백엔드 개발자(5년 이상) | 프론트 개발 3-5년차 | LOST ARK 개발QA 담당 | 게임 개발자(1~3년) | LOST ARK Mobile 서버개발 담당,,,,,
LHuHyeon/Security_Escape_Game,https://github.com/LHuHyeon/Security_Escape_Game,게임 개발,게임 개발,domain_rerank,1,1,1,게임 서버,게임 서버 | 게임 클라이언트 | 프론트엔드 | SW/솔루션 | 서버/백엔드,0.6158 | 0.6061 | 0.6118 | 0.6086 | 0.6029,0.6658 | 0.6561 | 0.6118 | 0.6086 | 0.6029,게임 백엔드 개발자(5년 이상) | 게임 개발자(1~3년) | 프론트 개발 3-5년차 | LOST ARK 개발QA 담당 | LOST ARK Mobile 서버개발 담당,게임 개발,0.05,,,
LHuHyeon/Security_Escape_Game,https://github.com/LHuHyeon/Security_Escape_Game,게임 개발,게임 개발,ai_classifier_rerank,1,1,1,게임 서버,게임 서버 | 게임 클라이언트 | 프론트엔드 | SW/솔루션 | 서버/백엔드,0.6158 | 0.6061 | 0.6118 | 0.6086 | 0.6029,0.6356 | 0.6164 | 0.6135 | 0.6086 | 0.6052,게임 백엔드 개발자(5년 이상) | 게임 개발자(1~3년) | 프론트 개발 3-5년차 | LOST ARK 개발QA 담당 | LOST ARK Mobile 서버개발 담당,,,QA 엔지니어,QA 엔지니어:0.2862 | 게임 서버:0.1985 | 안드로이드:0.1258 | 웹 풀스택:0.1195 | 게임 클라이언트:0.1033,0.1
LiztyStalker/Portfolio,https://github.com/LiztyStalker/Portfolio,게임 개발,게임 개발,faiss_only,0,0,1,QA 엔지니어,QA 엔지니어 | 프론트엔드 | SW/솔루션 | SW/솔루션 | 게임 클라이언트,0.6147 | 0.6136 | 0.5963 | 0.5933 | 0.5836,0.6147 | 0.6136 | 0.5963 | 0.5933 | 0.5836,[신작팀] 하이퍼캐주얼 QA | React 기반 웹 인터랙티브 이벤트 엔진 개발 리드 | Mobile Client Engineer | LOST ARK 개발QA 담당 | 게임 개발자(1~3년),,,,,
LiztyStalker/Portfolio,https://github.com/LiztyStalker/Portfolio,게임 개발,게임 개발,domain_rerank,0,0,1,QA 엔지니어,QA 엔지니어 | 프론트엔드 | SW/솔루션 | SW/솔루션 | 게임 클라이언트,0.6147 | 0.6136 | 0.5963 | 0.5933 | 0.5836,0.6147 | 0.6136 | 0.5963 | 0.5933 | 0.5836,[신작팀] 하이퍼캐주얼 QA | React 기반 웹 인터랙티브 이벤트 엔진 개발 리드 | Mobile Client Engineer | LOST ARK 개발QA 담당 | 게임 개발자(1~3년),,0.05,,,
LiztyStalker/Portfolio,https://github.com/LiztyStalker/Portfolio,게임 개발,게임 개발,ai_classifier_rerank,0,0,1,QA 엔지니어,QA 엔지니어 | 프론트엔드 | SW/솔루션 | SW/솔루션 | 게임 클라이언트,0.6147 | 0.6136 | 0.5963 | 0.5933 | 0.5836,0.6731 | 0.6142 | 0.5963 | 0.5933 | 0.5886,[신작팀] 하이퍼캐주얼 QA | React 기반 웹 인터랙티브 이벤트 엔진 개발 리드 | Mobile Client Engineer | LOST ARK 개발QA 담당 | 게임 개발자(1~3년),,,QA 엔지니어,QA 엔지니어:0.5838 | 게임 서버:0.0914 | DBA:0.0700 | iOS:0.0567 | 게임 클라이언트:0.0500,0.1
nowonsang/portfolio,https://github.com/nowonsang/portfolio,게임 개발,게임 개발,faiss_only,0,0,0,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.7951 | 0.7861 | 0.7816 | 0.7802 | 0.7770,0.7951 | 0.7861 | 0.7816 | 0.7802 | 0.7770,백엔드 개발자 | 백엔드 개발자 | 백엔드 개발자 3년 이상 | 백엔드 개발자(5년 이상) | BackEnd Engineer,,,,,
nowonsang/portfolio,https://github.com/nowonsang/portfolio,게임 개발,게임 개발,domain_rerank,0,0,0,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.7951 | 0.7861 | 0.7816 | 0.7802 | 0.7770,0.7951 | 0.7861 | 0.7816 | 0.7802 | 0.7770,백엔드 개발자 | 백엔드 개발자 | 백엔드 개발자 3년 이상 | 백엔드 개발자(5년 이상) | BackEnd Engineer,,0.05,,,
nowonsang/portfolio,https://github.com/nowonsang/portfolio,게임 개발,게임 개발,ai_classifier_rerank,0,0,0,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.7951 | 0.7861 | 0.7816 | 0.7802 | 0.7770,0.7954 | 0.7865 | 0.7819 | 0.7805 | 0.7773,백엔드 개발자 | 백엔드 개발자 | 백엔드 개발자 3년 이상 | 백엔드 개발자(5년 이상) | BackEnd Engineer,,,QA 엔지니어,QA 엔지니어:0.3170 | 게임 서버:0.2654 | iOS:0.0933 | 게임 클라이언트:0.0700 | 안드로이드:0.0625,0.1
PNUCSE/Capstone-2022-1-35,https://github.com/PNUCSE/Capstone-2022-1-35,블록체인,블록체인,faiss_only,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | SW/솔루션 | devops/시스템 엔지니어 | 웹 풀스택 | 프론트엔드,0.7216 | 0.7135 | 0.7124 | 0.7052 | 0.7001,0.7216 | 0.7135 | 0.7124 | 0.7052 | 0.7001,DevOps Engineer (SRE) [일본] | [상장사] 파인뷰 FW개발(업계최고대우) | 네트워크 제어/관리 시스템 개발 | Fullstack Engineer | 프론트엔드 개발자,,,,,
PNUCSE/Capstone-2022-1-35,https://github.com/PNUCSE/Capstone-2022-1-35,블록체인,블록체인,domain_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | SW/솔루션 | devops/시스템 엔지니어 | 웹 풀스택 | 프론트엔드,0.7216 | 0.7135 | 0.7124 | 0.7052 | 0.7001,0.7216 | 0.7135 | 0.7124 | 0.7052 | 0.7001,DevOps Engineer (SRE) [일본] | [상장사] 파인뷰 FW개발(업계최고대우) | 네트워크 제어/관리 시스템 개발 | Fullstack Engineer | 프론트엔드 개발자,,0.05,,,
PNUCSE/Capstone-2022-1-35,https://github.com/PNUCSE/Capstone-2022-1-35,블록체인,블록체인,ai_classifier_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | devops/시스템 엔지니어 | SW/솔루션 | 웹 풀스택 | 프론트엔드,0.7216 | 0.7124 | 0.7135 | 0.7052 | 0.7001,0.7296 | 0.7204 | 0.7135 | 0.7096 | 0.7001,DevOps Engineer (SRE) [일본] | 네트워크 제어/관리 시스템 개발 | [상장사] 파인뷰 FW개발(업계최고대우) | Fullstack Engineer | 프론트엔드 개발자,,,QA 엔지니어,QA 엔지니어:0.4799 | 게임 서버:0.1026 | 안드로이드:0.0972 | devops/시스템 엔지니어:0.0800 | iOS:0.0533,0.1
potential1205/betty,https://github.com/potential1205/betty,블록체인,블록체인,faiss_only,0,0,0,프론트엔드,프론트엔드 | 프론트엔드 | 서버/백엔드 | 웹 풀스택 | 웹 풀스택,0.8524 | 0.8475 | 0.8422 | 0.8368 | 0.8361,0.8524 | 0.8475 | 0.8422 | 0.8368 | 0.8361,[Tech] 웹 프론트엔드 개발자 | 프론트엔드 개발자 | 백엔드 개발자 | 풀스택 (Full-stack) 개발자 | 프론트·백엔드 개발자 채용,,,,,
potential1205/betty,https://github.com/potential1205/betty,블록체인,블록체인,domain_rerank,0,0,0,프론트엔드,프론트엔드 | 프론트엔드 | 서버/백엔드 | 웹 풀스택 | 웹 풀스택,0.8524 | 0.8475 | 0.8422 | 0.8368 | 0.8361,0.9024 | 0.8975 | 0.8922 | 0.8368 | 0.8361,[Tech] 웹 프론트엔드 개발자 | 프론트엔드 개발자 | 백엔드 개발자 | 풀스택 (Full-stack) 개발자 | 프론트·백엔드 개발자 채용,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | 블록체인,0.05,,,
potential1205/betty,https://github.com/potential1205/betty,블록체인,블록체인,ai_classifier_rerank,0,0,0,프론트엔드,프론트엔드 | 프론트엔드 | 서버/백엔드 | 웹 풀스택 | 웹 풀스택,0.8524 | 0.8475 | 0.8422 | 0.8368 | 0.8361,0.8544 | 0.8495 | 0.8462 | 0.8383 | 0.8376,[Tech] 웹 프론트엔드 개발자 | 프론트엔드 개발자 | 백엔드 개발자 | 풀스택 (Full-stack) 개발자 | 프론트·백엔드 개발자 채용,,,게임 클라이언트,게임 클라이언트:0.2167 | devops/시스템 엔지니어:0.1667 | 게임 서버:0.1321 | 블록체인:0.1267 | iOS:0.1200,0.1
JoonSoo-Kim/VIN,https://github.com/JoonSoo-Kim/VIN,블록체인,블록체인,faiss_only,0,0,0,프론트엔드,프론트엔드 | QA 엔지니어 | 프론트엔드 | 프론트엔드 | 프론트엔드,0.6787 | 0.6675 | 0.6525 | 0.6510 | 0.6507,0.6787 | 0.6675 | 0.6525 | 0.6510 | 0.6507,"프론트엔드 개발자_1~4년 | [프리랜서][시흥] Ros 데모 테스트 개발 | Software Engineer, Web Frontend | Frontend Engineer (React) | Frontend Developer (React)",,,,,
JoonSoo-Kim/VIN,https://github.com/JoonSoo-Kim/VIN,블록체인,블록체인,domain_rerank,0,0,0,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 프론트엔드 | QA 엔지니어,0.6787 | 0.6525 | 0.6510 | 0.6507 | 0.6675,0.7287 | 0.7025 | 0.7010 | 0.7007 | 0.6675,"프론트엔드 개발자_1~4년 | Software Engineer, Web Frontend | Frontend Engineer (React) | Frontend Developer (React) | [프리랜서][시흥] Ros 데모 테스트 개발",웹 프론트엔드 | 서버/백엔드 | 도구 개발,0.05,,,
JoonSoo-Kim/VIN,https://github.com/JoonSoo-Kim/VIN,블록체인,블록체인,ai_classifier_rerank,0,0,0,QA 엔지니어,QA 엔지니어 | 프론트엔드 | 프론트엔드 | 프론트엔드 | 프론트엔드,0.6675 | 0.6787 | 0.6525 | 0.6510 | 0.6507,0.6981 | 0.6790 | 0.6529 | 0.6513 | 0.6511,"[프리랜서][시흥] Ros 데모 테스트 개발 | 프론트엔드 개발자_1~4년 | Software Engineer, Web Frontend | Frontend Engineer (React) | Frontend Developer (React)",,,QA 엔지니어,QA 엔지니어:0.3065 | iOS:0.1667 | 게임 서버:0.1484 | 안드로이드:0.1057 | 웹 풀스택:0.0927,0.1
SangjunRyu/clinical-search-data-pipeline,https://github.com/SangjunRyu/clinical-search-data-pipeline,빅데이터 엔지니어,빅데이터 엔지니어,faiss_only,0,1,1,서버/백엔드,서버/백엔드 | 빅데이터 엔지니어 | SW/솔루션 | 서버/백엔드 | SW/솔루션,0.7965 | 0.7920 | 0.7848 | 0.7806 | 0.7748,0.7965 | 0.7920 | 0.7848 | 0.7806 | 0.7748,백엔드 개발자_3년차 이상 | 빅데이터 솔루션 엔지니어 (1년 이상) | Data Engineer | 백엔드/데이터 플랫폼 엔지니어 | AI개발자 모집,,,,,
SangjunRyu/clinical-search-data-pipeline,https://github.com/SangjunRyu/clinical-search-data-pipeline,빅데이터 엔지니어,빅데이터 엔지니어,domain_rerank,1,1,1,빅데이터 엔지니어,빅데이터 엔지니어 | 서버/백엔드 | SW/솔루션 | 서버/백엔드 | SW/솔루션,0.7920 | 0.7965 | 0.7848 | 0.7806 | 0.7748,0.8420 | 0.7965 | 0.7848 | 0.7806 | 0.7748,빅데이터 솔루션 엔지니어 (1년 이상) | 백엔드 개발자_3년차 이상 | Data Engineer | 백엔드/데이터 플랫폼 엔지니어 | AI개발자 모집,빅데이터 엔지니어,0.05,,,
SangjunRyu/clinical-search-data-pipeline,https://github.com/SangjunRyu/clinical-search-data-pipeline,빅데이터 엔지니어,빅데이터 엔지니어,ai_classifier_rerank,0,1,1,서버/백엔드,서버/백엔드 | 빅데이터 엔지니어 | SW/솔루션 | 서버/백엔드 | SW/솔루션,0.7965 | 0.7920 | 0.7848 | 0.7806 | 0.7748,0.7978 | 0.7936 | 0.7848 | 0.7819 | 0.7748,백엔드 개발자_3년차 이상 | 빅데이터 솔루션 엔지니어 (1년 이상) | Data Engineer | 백엔드/데이터 플랫폼 엔지니어 | AI개발자 모집,,,게임 클라이언트,게임 클라이언트:0.1933 | QA 엔지니어:0.1325 | devops/시스템 엔지니어:0.1233 | 안드로이드:0.1209 | 웹 풀스택:0.0885,0.1
jms0522/Streaming-Data,https://github.com/jms0522/Streaming-Data,빅데이터 엔지니어,빅데이터 엔지니어,faiss_only,0,0,1,SW/솔루션,SW/솔루션 | 서버/백엔드 | 서버/백엔드 | 빅데이터 엔지니어 | 인공지능/머신러닝,0.8126 | 0.8014 | 0.7990 | 0.7984 | 0.7969,0.8126 | 0.8014 | 0.7990 | 0.7984 | 0.7969,AI개발자 모집 | 파이썬 백엔드 개발자 | 백엔드 개발자_3년차 이상 | 빅데이터 솔루션 엔지니어 (1년 이상) | LLM RAG 및 AI Agent 개발 신입,,,,,
jms0522/Streaming-Data,https://github.com/jms0522/Streaming-Data,빅데이터 엔지니어,빅데이터 엔지니어,domain_rerank,1,1,1,빅데이터 엔지니어,빅데이터 엔지니어 | SW/솔루션 | 서버/백엔드 | 서버/백엔드 | 인공지능/머신러닝,0.7984 | 0.8126 | 0.8014 | 0.7990 | 0.7969,0.8484 | 0.8126 | 0.8014 | 0.7990 | 0.7969,빅데이터 솔루션 엔지니어 (1년 이상) | AI개발자 모집 | 파이썬 백엔드 개발자 | 백엔드 개발자_3년차 이상 | LLM RAG 및 AI Agent 개발 신입,빅데이터 엔지니어,0.05,,,
jms0522/Streaming-Data,https://github.com/jms0522/Streaming-Data,빅데이터 엔지니어,빅데이터 엔지니어,ai_classifier_rerank,0,0,1,SW/솔루션,SW/솔루션 | 인공지능/머신러닝 | 서버/백엔드 | 빅데이터 엔지니어 | 서버/백엔드,0.8126 | 0.7969 | 0.8014 | 0.7984 | 0.7990,0.8126 | 0.8069 | 0.8024 | 0.8014 | 0.8000,AI개발자 모집 | LLM RAG 및 AI Agent 개발 신입 | 파이썬 백엔드 개발자 | 빅데이터 솔루션 엔지니어 (1년 이상) | 백엔드 개발자_3년차 이상,,,devops/시스템 엔지니어,devops/시스템 엔지니어:0.1567 | 게임 서버:0.1456 | 게임 클라이언트:0.1367 | iOS:0.1033 | 인공지능/머신러닝:0.1000,0.1
dharana77/data-pipeline-for-music-recommendation,https://github.com/dharana77/data-pipeline-for-music-recommendation,빅데이터 엔지니어,빅데이터 엔지니어,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 인공지능/머신러닝,0.7858 | 0.7742 | 0.7721 | 0.7613 | 0.7604,0.7858 | 0.7742 | 0.7721 | 0.7613 | 0.7604,AI개발자 모집 | 파이썬 백엔드 개발자 | Python Developer | 백엔드 개발자_3년차 이상 | LLM RAG 및 AI Agent 개발 신입,,,,,
dharana77/data-pipeline-for-music-recommendation,https://github.com/dharana77/data-pipeline-for-music-recommendation,빅데이터 엔지니어,빅데이터 엔지니어,domain_rerank,0,0,0,SW/솔루션,SW/솔루션 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 인공지능/머신러닝,0.7858 | 0.7742 | 0.7721 | 0.7613 | 0.7604,0.7858 | 0.7742 | 0.7721 | 0.7613 | 0.7604,AI개발자 모집 | 파이썬 백엔드 개발자 | Python Developer | 백엔드 개발자_3년차 이상 | LLM RAG 및 AI Agent 개발 신입,빅데이터 엔지니어,0.05,,,
dharana77/data-pipeline-for-music-recommendation,https://github.com/dharana77/data-pipeline-for-music-recommendation,빅데이터 엔지니어,빅데이터 엔지니어,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | 서버/백엔드 | 서버/백엔드 | 인공지능/머신러닝 | 서버/백엔드,0.7858 | 0.7742 | 0.7721 | 0.7604 | 0.7613,0.7858 | 0.7765 | 0.7744 | 0.7680 | 0.7636,AI개발자 모집 | 파이썬 백엔드 개발자 | Python Developer | LLM RAG 및 AI Agent 개발 신입 | 백엔드 개발자_3년차 이상,,,안드로이드,안드로이드:0.2143 | 게임 서버:0.1007 | 게임 클라이언트:0.1000 | devops/시스템 엔지니어:0.0967 | QA 엔지니어:0.0864,0.1
UICHEOL-HWANG/subway_pipeline,https://github.com/UICHEOL-HWANG/subway_pipeline,빅데이터 엔지니어,빅데이터 엔지니어,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | 인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝,0.7472 | 0.7439 | 0.7329 | 0.7323 | 0.7192,0.7472 | 0.7439 | 0.7329 | 0.7323 | 0.7192,데이터 플랫폼 엔지니어 (3년차~PL) Spark · Airflow · K8s | 데이터 플랫폼 엔지니어 (3년차~PL) | Energy AI Team/Data Engineer | 데이터 분석 및 BI운영 (대리~과장) | AI 에이전트 엔지니어 (5년차~),,,,,
UICHEOL-HWANG/subway_pipeline,https://github.com/UICHEOL-HWANG/subway_pipeline,빅데이터 엔지니어,빅데이터 엔지니어,domain_rerank,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | 인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝,0.7472 | 0.7439 | 0.7329 | 0.7323 | 0.7192,0.7472 | 0.7439 | 0.7329 | 0.7323 | 0.7192,데이터 플랫폼 엔지니어 (3년차~PL) Spark · Airflow · K8s | 데이터 플랫폼 엔지니어 (3년차~PL) | Energy AI Team/Data Engineer | 데이터 분석 및 BI운영 (대리~과장) | AI 에이전트 엔지니어 (5년차~),빅데이터 엔지니어,0.05,,,
UICHEOL-HWANG/subway_pipeline,https://github.com/UICHEOL-HWANG/subway_pipeline,빅데이터 엔지니어,빅데이터 엔지니어,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | 인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝,0.7472 | 0.7439 | 0.7329 | 0.7323 | 0.7192,0.7472 | 0.7439 | 0.7359 | 0.7323 | 0.7222,데이터 플랫폼 엔지니어 (3년차~PL) Spark · Airflow · K8s | 데이터 플랫폼 엔지니어 (3년차~PL) | Energy AI Team/Data Engineer | 데이터 분석 및 BI운영 (대리~과장) | AI 에이전트 엔지니어 (5년차~),,,QA 엔지니어,QA 엔지니어:0.4310 | 게임 서버:0.1494 | 웹 풀스택:0.1002 | 안드로이드:0.0994 | devops/시스템 엔지니어:0.0467,0.1
u-hajin/seoul-population-data-pipeline,https://github.com/u-hajin/seoul-population-data-pipeline,빅데이터 엔지니어,빅데이터 엔지니어,faiss_only,0,1,1,서버/백엔드,서버/백엔드 | 빅데이터 엔지니어 | SW/솔루션 | 서버/백엔드 | 인공지능/머신러닝,0.7817 | 0.7719 | 0.7704 | 0.7625 | 0.7578,0.7817 | 0.7719 | 0.7704 | 0.7625 | 0.7578,백엔드 개발자_3년차 이상 | 빅데이터 솔루션 엔지니어 (1년 이상) | AI개발자 모집 | Python Developer | R&BD사업본부 피지컬 AI 데이터 처리 연구개발자,,,,,
u-hajin/seoul-population-data-pipeline,https://github.com/u-hajin/seoul-population-data-pipeline,빅데이터 엔지니어,빅데이터 엔지니어,domain_rerank,1,1,1,빅데이터 엔지니어,빅데이터 엔지니어 | 서버/백엔드 | SW/솔루션 | 서버/백엔드 | 인공지능/머신러닝,0.7719 | 0.7817 | 0.7704 | 0.7625 | 0.7578,0.8219 | 0.7817 | 0.7704 | 0.7625 | 0.7578,빅데이터 솔루션 엔지니어 (1년 이상) | 백엔드 개발자_3년차 이상 | AI개발자 모집 | Python Developer | R&BD사업본부 피지컬 AI 데이터 처리 연구개발자,빅데이터 엔지니어,0.05,,,
